Revenue_INR,Cost_INR,Quantity,Business_Model
7760,5820.0,10,Retail
24792,18594.0,8,Retail
3651,2738.25,1,Retail
1245,933.75,5,Retail
36850,27637.5,10,Retail
4810,3607.5,2,Retail
5400,4050.0,2,Retail
8896,6672.0,2,Retail
24618,18463.5,6,Retail
6627,4970.25,3,Retail
11110,8332.5,10,Retail
6927,5195.25,3,Retail
17437,13077.75,7,Retail
29776,22332.0,8,Retail
7804,5853.0,4,Retail
32589,24441.75,9,Retail
3444,2583.0,3,Retail
26466,19849.5,6,Retail
756,567.0,7,Retail
22104,16578.0,8,Retail
5159,3869.25,7,Retail
17460,13095.0,10,Retail
6666,4999.5,3,Retail
5495,4121.25,7,Retail
36378,27283.5,9,Retail
7224,5418.0,3,Retail
16700,12525.0,4,Retail
4132,3099.0,2,Retail
11889,8916.75,3,Retail
3924,2943.0,4,Retail
14147,10610.25,7,Retail
41481,31110.75,9,Retail
12452,9339.0,4,Retail
19980,14985.0,10,Retail
14637,10977.75,3,Retail
1716,1287.0,6,Retail
1660,1245.0,4,Retail
15444,11583.0,4,Retail
29187,21890.25,9,Retail
6032,4524.0,4,Retail
12968,9726.0,8,Retail
16920,12690.0,10,Retail
37016,27762.0,8,Retail
22500,16875.0,6,Retail
18348,13761.0,4,Retail
351,263.25,3,Retail
3333,2499.75,1,Retail
22434,16825.5,6,Retail
7200,5400.0,3,Retail
15972,11979.0,4,Retail
1522,1141.5,2,Retail
9726,7294.5,3,Retail
2062,1546.5,1,Retail
5484,4113.0,4,Retail
7784,5838.0,4,Retail
2886,2164.5,2,Retail
12120,9090.0,8,Retail
15582,11686.5,6,Retail
35968,26976.0,8,Retail
43236,32427.0,9,Retail
1944,1458.0,2,Retail
34425,25818.75,9,Retail
15436,11577.0,4,Retail
31860,23895.0,9,Retail
5082,3811.5,3,Retail
39260,29445.0,10,Retail
27825,20868.75,7,Retail
2975,2231.25,7,Retail
1740,1305.0,1,Retail
8183,6137.25,7,Retail
3936,2952.0,2,Retail
9300,6975.0,2,Retail
28152,21114.0,8,Retail
342,256.5,2,Retail
11568,8676.0,3,Retail
4308,3231.0,2,Retail
2707,2030.25,1,Retail
15172,11379.0,4,Retail
4069,3051.75,1,Retail
12664,9498.0,4,Retail
3380,2535.0,2,Retail
39375,29531.25,9,Retail
13224,9918.0,4,Retail
2502,1876.5,2,Retail
26883,20162.25,9,Retail
19712,14784.0,7,Retail
8240,6180.0,4,Retail
12092,9069.0,4,Retail
823,617.25,1,Retail
45800,34350.0,10,Retail
4473,3354.75,3,Retail
14238,10678.5,6,Retail
2864,2148.0,8,Retail
19908,14931.0,6,Retail
3978,2983.5,3,Retail
8160,6120.0,8,Retail
3818,2863.5,2,Retail
621,465.75,1,Retail
33904,25428.0,8,Retail
38600,28950.0,10,Retail
9312,6984.0,6,Retail
2992,2244.0,8,Retail
20465,15348.75,5,Retail
7324,5493.0,4,Retail
8874,6655.5,9,Retail
17390,13042.5,5,Retail
16140,12105.0,6,Retail
39550,29662.5,10,Retail
16788,12591.0,6,Retail
1884,1413.0,6,Retail
40160,30120.0,10,Retail
14214,10660.5,3,Retail
37904,28428.0,8,Retail
15872,11904.0,8,Retail
3660,2745.0,5,Retail
13644,10233.0,4,Retail
10200,7650.0,8,Retail
5620,4215.0,4,Retail
22032,16524.0,9,Retail
5842,4381.5,2,Retail
32672,24504.0,8,Retail
9828,7371.0,9,Retail
13416,10062.0,8,Retail
3220,2415.0,1,Retail
20080,15060.0,10,Retail
1722,1291.5,3,Retail
1264,948.0,1,Retail
6230,4672.5,10,Retail
4177,3132.75,1,Retail
8640,6480.0,8,Retail
5550,4162.5,5,Retail
12176,9132.0,8,Retail
17856,13392.0,8,Retail
4633,3474.75,1,Retail
29776,22332.0,8,Retail
16450,12337.5,10,Retail
2816,2112.0,4,Retail
2866,2149.5,1,Retail
18207,13655.25,7,Retail
27828,20871.0,6,Retail
34600,25950.0,10,Retail
2784,2088.0,4,Retail
708,531.0,1,Retail
4760,3570.0,10,Retail
2196,1647.0,6,Retail
13386,10039.5,3,Retail
9567,7175.25,3,Retail
19638,14728.5,9,Retail
12054,9040.5,6,Retail
3198,2398.5,2,Retail
11056,8292.0,4,Retail
23656,17742.0,8,Retail
8046,6034.5,3,Retail
2650,1987.5,2,Retail
5144,3858.0,2,Retail
20700,15525.0,6,Retail
37566,28174.5,9,Retail
28440,21330.0,10,Retail
2616,1962.0,4,Retail
22624,16968.0,7,Retail
14192,10644.0,4,Retail
30940,23205.0,10,Retail
23034,17275.5,6,Retail
2350,1762.5,2,Retail
11133,8349.75,3,Retail
4949,3711.75,7,Retail
35344,26508.0,8,Retail
801,600.75,1,Retail
23733,17799.75,9,Retail
26180,19635.0,7,Retail
16704,12528.0,4,Retail
33904,25428.0,8,Retail
9396,7047.0,6,Retail
4810,3607.5,1,Retail
7180,5385.0,4,Retail
4998,3748.5,2,Retail
8574,6430.5,2,Retail
5772,4329.0,6,Retail
10695,8021.25,5,Retail
32760,24570.0,9,Retail
9948,7461.0,2,Retail
15720,11790.0,6,Retail
2224,1668.0,4,Retail
6928,5196.0,2,Retail
584,438.0,8,Retail
37260,27945.0,9,Retail
1803,1352.25,1,Retail
18760,14070.0,7,Retail
19672,14754.0,4,Retail
712,534.0,8,Retail
27684,20763.0,9,Retail
44170,33127.5,10,Retail
11577,8682.75,3,Retail
2038,1528.5,2,Retail
3179,2384.25,1,Retail
354,265.5,1,Retail
5280,3960.0,10,Retail
37062,27796.5,9,Retail
5648,4236.0,2,Retail
11574,8680.5,6,Retail
19976,14982.0,4,Retail
35220,26415.0,10,Retail
936,702.0,8,Retail
4860,3645.0,10,Retail
18963,14222.25,9,Retail
24642,18481.5,9,Retail
429,321.75,1,Retail
9950,7462.5,2,Retail
23805,17853.75,5,Retail
9954,7465.5,6,Retail
38330,28747.5,10,Retail
2006,1504.5,1,Retail
8178,6133.5,2,Retail
26481,19860.75,7,Retail
9110,6832.5,2,Retail
22734,17050.5,6,Retail
3820,2865.0,5,Retail
20111,15083.25,7,Retail
643,482.25,1,Retail
21500,16125.0,10,Retail
960,720.0,6,Retail
2648,1986.0,8,Retail
6920,5190.0,5,Retail
29841,22380.75,7,Retail
18578,13933.5,7,Retail
4485,3363.75,1,Retail
18240,13680.0,4,Retail
38890,29167.5,10,Retail
2726,2044.5,1,Retail
10745,8058.75,7,Retail
9552,7164.0,6,Retail
3768,2826.0,3,Retail
4896,3672.0,2,Retail
44390,33292.5,10,Retail
48470,36352.5,10,Retail
6146,4609.5,7,Retail
10703,8027.25,7,Retail
14340,10755.0,6,Retail
4182,3136.5,3,Retail
6315,4736.25,3,Retail
21864,16398.0,8,Retail
23100,17325.0,10,Retail
31500,23625.0,10,Retail
14715,11036.25,3,Retail
7310,5482.5,10,Retail
13083,9812.25,3,Retail
3346,2509.5,7,Retail
37590,28192.5,10,Retail
13614,10210.5,6,Retail
10688,8016.0,4,Retail
3993,2994.75,1,Retail
10012,7509.0,4,Retail
5904,4428.0,6,Retail
2078,1558.5,2,Retail
21510,16132.5,5,Retail
32382,24286.5,7,Retail
27837,20877.75,9,Retail
6878,5158.5,2,Retail
9359,7019.25,7,Retail
21042,15781.5,9,Retail
14925,11193.75,5,Retail
1284,963.0,4,Retail
8130,6097.5,2,Retail
13815,10361.25,9,Retail
27144,20358.0,9,Retail
11260,8445.0,10,Retail
1880,1410.0,4,Retail
31787,23840.25,7,Retail
14958,11218.5,3,Retail
3840,2880.0,5,Retail
640,480.0,2,Retail
2924,2193.0,4,Retail
7989,5991.75,3,Retail
4332,3249.0,3,Retail
4818,3613.5,3,Retail
29040,21780.0,6,Retail
1446,1084.5,1,Retail
2763,2072.25,9,Retail
22488,16866.0,6,Retail
9020,6765.0,4,Retail
21051,15788.25,9,Retail
402,301.5,2,Retail
11160,8370.0,4,Retail
34280,25710.0,10,Retail
276,207.0,1,Retail
4480,3360.0,10,Retail
7888,5916.0,4,Retail
17088,12816.0,8,Retail
7284,5463.0,4,Retail
29256,21942.0,6,Retail
18685,14013.75,5,Retail
255,191.25,5,Retail
29992,22494.0,8,Retail
9235,6926.25,5,Retail
16908,12681.0,4,Retail
6025,4518.75,5,Retail
32942,24706.5,7,Retail
648,486.0,8,Retail
10384,7788.0,4,Retail
1356,1017.0,1,Retail
6559,4919.25,7,Retail
17490,13117.5,5,Retail
2065,1548.75,7,Retail
6180,4635.0,10,Retail
4292,3219.0,1,Retail
11046,8284.5,3,Retail
824,618.0,1,Retail
17100,12825.0,6,Retail
3322,2491.5,1,Retail
19848,14886.0,6,Retail
18952,14214.0,4,Retail
8950,6712.5,5,Retail
2310,1732.5,7,Retail
17270,12952.5,5,Retail
7008,5256.0,8,Retail
7005,5253.75,5,Retail
8533,6399.75,7,Retail
6554,4915.5,2,Retail
903,677.25,1,Retail
950,712.5,2,Retail
3212,2409.0,1,Retail
19521,14640.75,9,Retail
902,676.5,1,Retail
33318,24988.5,9,Retail
23766,17824.5,6,Retail
22671,17003.25,9,Retail
29984,22488.0,8,Retail
19215,14411.25,5,Retail
1656,1242.0,9,Retail
18184,13638.0,8,Retail
15512,11634.0,8,Retail
6936,5202.0,8,Retail
17272,12954.0,8,Retail
4590,3442.5,2,Retail
17620,13215.0,10,Retail
5788,4341.0,2,Retail
12620,9465.0,4,Retail
12558,9418.5,6,Retail
5556,4167.0,6,Retail
3190,2392.5,5,Retail
5463,4097.25,9,Retail
10653,7989.75,3,Retail
4115,3086.25,5,Retail
12120,9090.0,4,Retail
20976,15732.0,6,Retail
3956,2967.0,2,Retail
2639,1979.25,1,Retail
27587,20690.25,7,Retail
22520,16890.0,8,Retail
20997,15747.75,9,Retail
173,129.75,1,Retail
11160,8370.0,8,Retail
2076,1557.0,2,Retail
23025,17268.75,5,Retail
12764,9573.0,4,Retail
22743,17057.25,9,Retail
2185,1638.75,5,Retail
17384,13038.0,8,Retail
21492,16119.0,6,Retail
16295,12221.25,5,Retail
4244,3183.0,1,Retail
30312,22734.0,9,Retail
14424,10818.0,3,Retail
19674,14755.5,6,Retail
8028,6021.0,6,Retail
13360,10020.0,5,Retail
28074,21055.5,6,Retail
7008,5256.0,4,Retail
19068,14301.0,7,Retail
11034,8275.5,3,Retail
26608,19956.0,8,Retail
18140,13605.0,4,Retail
14888,11166.0,4,Retail
31549,23661.75,7,Retail
18208,13656.0,4,Retail
10332,7749.0,6,Retail
3600,2700.0,3,Retail
759,569.25,3,Retail
1590,1192.5,3,Retail
23051,17288.25,7,Retail
40599,30449.25,9,Retail
27873,20904.75,9,Retail
3402,2551.5,2,Retail
14980,11235.0,10,Retail
18279,13709.25,9,Retail
10050,7537.5,3,Retail
10626,7969.5,7,Retail
26298,19723.5,9,Retail
44860,33645.0,10,Retail
7632,5724.0,2,Retail
39784,29838.0,8,Retail
10911,8183.25,3,Retail
33530,25147.5,7,Retail
9660,7245.0,5,Retail
3200,2400.0,10,Retail
5310,3982.5,9,Retail
18360,13770.0,4,Retail
4092,3069.0,6,Retail
864,648.0,9,Retail
15545,11658.75,5,Retail
49440,37080.0,10,Retail
7972,5979.0,4,Retail
1152,864.0,4,Retail
16730,12547.5,10,Retail
2604,1953.0,1,Retail
6123,4592.25,3,Retail
12729,9546.75,3,Retail
3071,2303.25,1,Retail
20682,15511.5,6,Retail
17515,13136.25,5,Retail
9356,7017.0,4,Retail
3016,2262.0,2,Retail
31941,23955.75,9,Retail
16667,12500.25,7,Retail
3032,2274.0,2,Retail
5532,4149.0,2,Retail
3724,2793.0,4,Retail
12740,9555.0,4,Retail
28040,21030.0,8,Retail
603,452.25,9,Retail
5650,4237.5,5,Retail
12336,9252.0,4,Retail
17675,13256.25,7,Retail
35280,26460.0,10,Retail
1935,1451.25,3,Retail
30961,23220.75,7,Retail
3768,2826.0,8,Retail
5166,3874.5,9,Retail
1705,1278.75,5,Retail
31200,23400.0,10,Retail
12040,9030.0,8,Retail
8388,6291.0,6,Retail
4506,3379.5,3,Retail
15304,11478.0,8,Retail
13350,10012.5,6,Retail
26928,20196.0,6,Retail
2255,1691.25,5,Retail
19791,14843.25,9,Retail
7730,5797.5,10,Retail
34605,25953.75,9,Retail
26778,20083.5,6,Retail
1473,1104.75,3,Retail
48190,36142.5,10,Retail
3219,2414.25,1,Retail
2935,2201.25,5,Retail
3409,2556.75,1,Retail
16172,12129.0,4,Retail
5304,3978.0,2,Retail
10974,8230.5,3,Retail
27846,20884.5,6,Retail
29640,22230.0,8,Retail
15540,11655.0,10,Retail
24325,18243.75,7,Retail
237,177.75,3,Retail
10206,7654.5,6,Retail
26442,19831.5,6,Retail
3278,2458.5,2,Retail
14364,10773.0,4,Retail
11820,8865.0,3,Retail
8748,6561.0,6,Retail
2429,1821.75,1,Retail
45020,33765.0,10,Retail
2370,1777.5,3,Retail
39969,29976.75,9,Retail
4650,3487.5,2,Retail
1724,1293.0,4,Retail
3029,2271.75,1,Retail
2938,2203.5,2,Retail
9750,7312.5,3,Retail
3695,2771.25,5,Retail
27036,20277.0,6,Retail
13794,10345.5,3,Retail
7293,5469.75,3,Retail
716,537.0,2,Retail
14157,10617.75,9,Retail
11070,8302.5,6,Retail
10165,7623.75,5,Retail
5295,3971.25,5,Retail
23219,17414.25,7,Retail
7292,5469.0,4,Retail
13736,10302.0,8,Retail
12592,9444.0,4,Retail
8484,6363.0,3,Retail
12081,9060.75,3,Retail
15780,11835.0,10,Retail
24388,18291.0,7,Retail
16870,12652.5,5,Retail
16540,12405.0,10,Retail
28992,21744.0,8,Retail
3165,2373.75,1,Retail
5285,3963.75,7,Retail
13353,10014.75,3,Retail
5698,4273.5,2,Retail
7398,5548.5,9,Retail
16744,12558.0,7,Retail
7884,5913.0,4,Retail
42147,31610.25,9,Retail
28872,21654.0,9,Retail
8138,6103.5,2,Retail
24003,18002.25,7,Retail
6064,4548.0,8,Retail
15245,11433.75,5,Retail
19752,14814.0,8,Retail
17704,13278.0,8,Retail
3833,2874.75,1,Retail
30835,23126.25,7,Retail
25242,18931.5,6,Retail
5844,4383.0,2,Retail
21700,16275.0,7,Retail
2294,1720.5,1,Retail
15464,11598.0,4,Retail
3153,2364.75,3,Retail
24450,18337.5,6,Retail
2080,1560.0,10,Retail
513,384.75,3,Retail
26298,19723.5,9,Retail
24480,18360.0,10,Retail
14832,11124.0,3,Retail
39288,29466.0,8,Retail
9935,7451.25,5,Retail
18963,14222.25,7,Retail
14016,10512.0,8,Retail
1440,1080.0,5,Retail
19028,14271.0,4,Retail
15456,11592.0,8,Retail
261,195.75,3,Retail
28900,21675.0,10,Retail
16650,12487.5,5,Retail
16150,12112.5,5,Retail
15687,11765.25,7,Retail
5592,4194.0,2,Retail
9552,7164.0,4,Retail
1275,956.25,3,Retail
39816,29862.0,9,Retail
5008,3756.0,8,Retail
2417,1812.75,1,Retail
4140,3105.0,4,Retail
18600,13950.0,4,Retail
4021,3015.75,1,Retail
14072,10554.0,4,Retail
24654,18490.5,7,Retail
5330,3997.5,2,Retail
24087,18065.25,7,Retail
49990,37492.5,10,Retail
3816,2862.0,6,Retail
14862,11146.5,6,Retail
19824,14868.0,7,Retail
24647,18485.25,7,Retail
21490,16117.5,5,Retail
25390,19042.5,10,Retail
10674,8005.5,3,Retail
27360,20520.0,10,Retail
4500,3375.0,2,Retail
8678,6508.5,2,Retail
6316,4737.0,4,Retail
23735,17801.25,5,Retail
19992,14994.0,8,Retail
24234,18175.5,7,Retail
26091,19568.25,9,Retail
2182,1636.5,1,Retail
39160,29370.0,8,Retail
10305,7728.75,3,Retail
7924,5943.0,2,Retail
25767,19325.25,9,Retail
18432,13824.0,9,Retail
2977,2232.75,1,Retail
27912,20934.0,8,Retail
9129,6846.75,3,Retail
1287,965.25,1,Retail
39267,29450.25,9,Retail
3654,2740.5,2,Retail
508,381.0,1,Retail
8169,6126.75,7,Retail
26278,19708.5,7,Retail
9999,7499.25,3,Retail
41120,30840.0,10,Retail
812,609.0,1,Retail
41094,30820.5,9,Retail
1905,1428.75,3,Retail
9862,7396.5,2,Retail
4104,3078.0,9,Retail
3100,2325.0,5,Retail
3015,2261.25,9,Retail
13125,9843.75,3,Retail
11793,8844.75,3,Retail
11595,8696.25,5,Retail
972,729.0,4,Retail
27800,20850.0,10,Retail
3573,2679.75,3,Retail
15490,11617.5,10,Retail
10005,7503.75,3,Retail
846,634.5,1,Retail
4636,3477.0,1,Retail
9336,7002.0,8,Retail
3437,2577.75,1,Retail
13641,10230.75,3,Retail
11241,8430.75,3,Retail
3676,2757.0,2,Retail
47260,35445.0,10,Retail
15265,11448.75,5,Retail
35760,26820.0,8,Retail
10820,8115.0,4,Retail
44880,33660.0,10,Retail
36568,27426.0,8,Retail
9920,7440.0,10,Retail
24864,18648.0,8,Retail
23120,17340.0,5,Retail
30667,23000.25,7,Retail
22410,16807.5,5,Retail
46150,34612.5,10,Retail
16736,12552.0,4,Retail
4517,3387.75,1,Retail
1857,1392.75,3,Retail
1215,911.25,1,Retail
14217,10662.75,7,Retail
9105,6828.75,3,Retail
3189,2391.75,1,Retail
7155,5366.25,5,Retail
26464,19848.0,8,Retail
1636,1227.0,1,Retail
27216,20412.0,8,Retail
15750,11812.5,6,Retail
22055,16541.25,5,Retail
994,745.5,1,Retail
7244,5433.0,2,Retail
22968,17226.0,9,Retail
19482,14611.5,6,Retail
15024,11268.0,6,Retail
25182,18886.5,9,Retail
4744,3558.0,4,Retail
33110,24832.5,7,Retail
22095,16571.25,5,Retail
7320,5490.0,6,Retail
20360,15270.0,10,Retail
1669,1251.75,1,Retail
5400,4050.0,10,Retail
3137,2352.75,1,Retail
17860,13395.0,5,Retail
3663,2747.25,9,Retail
26340,19755.0,10,Retail
17580,13185.0,10,Retail
28152,21114.0,8,Retail
2714,2035.5,2,Retail
12128,9096.0,8,Retail
43580,32685.0,10,Retail
9255,6941.25,5,Retail
20850,15637.5,6,Retail
36180,27135.0,9,Retail
2339,1754.25,1,Retail
3409,2556.75,7,Retail
26694,20020.5,6,Retail
4745,3558.75,1,Retail
2138,1603.5,2,Retail
10440,7830.0,6,Retail
1419,1064.25,3,Retail
2447,1835.25,1,Retail
20166,15124.5,6,Retail
5340,4005.0,3,Retail
21960,16470.0,8,Retail
5648,4236.0,2,Retail
3900,2925.0,4,Retail
2808,2106.0,2,Retail
9186,6889.5,3,Retail
21951,16463.25,9,Retail
6242,4681.5,2,Retail
726,544.5,1,Retail
20636,15477.0,7,Retail
8778,6583.5,3,Retail
6714,5035.5,3,Retail
13695,10271.25,5,Retail
5450,4087.5,2,Retail
17130,12847.5,10,Retail
5568,4176.0,4,Retail
7805,5853.75,5,Retail
3770,2827.5,10,Retail
15328,11496.0,4,Retail
14520,10890.0,6,Retail
17358,13018.5,6,Retail
2887,2165.25,1,Retail
46500,34875.0,10,Retail
19110,14332.5,10,Retail
6320,4740.0,10,Retail
11136,8352.0,8,Retail
25500,19125.0,6,Retail
5760,4320.0,3,Retail
4818,3613.5,3,Retail
37152,27864.0,9,Retail
25990,19492.5,10,Retail
29393,22044.75,7,Retail
4956,3717.0,4,Retail
4860,3645.0,5,Retail
8360,6270.0,8,Retail
14343,10757.25,7,Retail
18792,14094.0,4,Retail
17488,13116.0,8,Retail
8038,6028.5,2,Retail
10260,7695.0,6,Retail
3969,2976.75,7,Retail
7210,5407.5,5,Retail
3328,2496.0,1,Retail
574,430.5,2,Retail
2115,1586.25,3,Retail
27020,20265.0,7,Retail
4856,3642.0,1,Retail
5945,4458.75,5,Retail
3445,2583.75,5,Retail
5325,3993.75,5,Retail
4540,3405.0,1,Retail
12021,9015.75,3,Retail
6496,4872.0,8,Retail
6296,4722.0,4,Retail
1023,767.25,1,Retail
11781,8835.75,9,Retail
3061,2295.75,1,Retail
16788,12591.0,4,Retail
14928,11196.0,4,Retail
22256,16692.0,8,Retail
7021,5265.75,7,Retail
22690,17017.5,5,Retail
3444,2583.0,7,Retail
5922,4441.5,9,Retail
38456,28842.0,8,Retail
45650,34237.5,10,Retail
10690,8017.5,10,Retail
6480,4860.0,3,Retail
21115,15836.25,5,Retail
3836,2877.0,2,Retail
108,81.0,2,Retail
8710,6532.5,5,Retail
18078,13558.5,6,Retail
20064,15048.0,6,Retail
10773,8079.75,7,Retail
1176,882.0,6,Retail
15540,11655.0,10,Retail
6768,5076.0,8,Retail
3960,2970.0,9,Retail
3654,2740.5,7,Retail
5248,3936.0,2,Retail
28218,21163.5,6,Retail
9279,6959.25,9,Retail
21120,15840.0,10,Retail
2517,1887.75,3,Retail
16929,12696.75,9,Retail
39270,29452.5,10,Retail
8700,6525.0,5,Retail
13288,9966.0,8,Retail
3451,2588.25,7,Retail
34090,25567.5,7,Retail
21576,16182.0,6,Retail
744,558.0,8,Retail
12719,9539.25,7,Retail
7917,5937.75,3,Retail
7528,5646.0,2,Retail
28332,21249.0,6,Retail
19496,14622.0,4,Retail
2908,2181.0,1,Retail
15925,11943.75,7,Retail
5276,3957.0,4,Retail
40986,30739.5,9,Retail
14480,10860.0,8,Retail
2947,2210.25,7,Retail
5460,4095.0,3,Retail
380,285.0,1,Retail
10119,7589.25,3,Retail
11752,8814.0,4,Retail
16085,12063.75,5,Retail
19704,14778.0,6,Retail
8457,6342.75,3,Retail
24830,18622.5,5,Retail
2922,2191.5,2,Retail
1857,1392.75,3,Retail
3897,2922.75,3,Retail
31080,23310.0,7,Retail
9537,7152.75,3,Retail
12400,9300.0,8,Retail
9759,7319.25,3,Retail
10844,8133.0,4,Retail
9216,6912.0,4,Retail
25272,18954.0,6,Retail
40959,30719.25,9,Retail
32952,24714.0,8,Retail
5776,4332.0,4,Retail
21770,16327.5,10,Retail
12498,9373.5,6,Retail
13517,10137.75,7,Retail
33490,25117.5,10,Retail
11628,8721.0,9,Retail
8714,6535.5,2,Retail
17408,13056.0,8,Retail
6992,5244.0,8,Retail
8829,6621.75,9,Retail
5652,4239.0,3,Retail
51,38.25,1,Retail
5724,4293.0,6,Retail
12840,9630.0,3,Retail
1458,1093.5,1,Retail
44856,33642.0,9,Retail
8800,6600.0,4,Retail
20835,15626.25,9,Retail
44010,33007.5,10,Retail
18480,13860.0,10,Retail
18852,14139.0,6,Retail
3352,2514.0,4,Retail
8487,6365.25,3,Retail
10998,8248.5,9,Retail
30510,22882.5,10,Retail
28530,21397.5,9,Retail
816,612.0,3,Retail
23576,17682.0,7,Retail
30976,23232.0,8,Retail
2052,1539.0,4,Retail
1306,979.5,2,Retail
15080,11310.0,8,Retail
3093,2319.75,1,Retail
15020,11265.0,10,Retail
3186,2389.5,9,Retail
14592,10944.0,6,Retail
305,228.75,1,Retail
14781,11085.75,3,Retail
21336,16002.0,7,Retail
42730,32047.5,10,Retail
27207,20405.25,9,Retail
20744,15558.0,8,Retail
5700,4275.0,10,Retail
32900,24675.0,10,Retail
4340,3255.0,4,Retail
2735,2051.25,5,Retail
6508,4881.0,2,Retail
32436,24327.0,9,Retail
9644,7233.0,2,Retail
2219,1664.25,7,Retail
1048,786.0,1,Retail
22002,16501.5,6,Retail
10328,7746.0,8,Retail
39368,29526.0,8,Retail
14814,11110.5,9,Retail
10480,7860.0,4,Retail
41796,31347.0,9,Retail
3962,2971.5,7,Retail
9774,7330.5,9,Retail
4711,3533.25,1,Retail
8664,6498.0,8,Retail
8300,6225.0,4,Retail
41130,30847.5,9,Retail
14690,11017.5,10,Retail
2304,1728.0,9,Retail
20322,15241.5,6,Retail
36150,27112.5,10,Retail
10539,7904.25,9,Retail
35604,26703.0,9,Retail
12640,9480.0,10,Retail
26820,20115.0,6,Retail
14656,10992.0,8,Retail
10635,7976.25,5,Retail
14584,10938.0,4,Retail
8766,6574.5,2,Retail
1900,1425.0,1,Retail
19620,14715.0,10,Retail
637,477.75,7,Retail
17472,13104.0,8,Retail
16578,12433.5,9,Retail
13150,9862.5,5,Retail
13320,9990.0,6,Retail
43190,32392.5,10,Retail
9496,7122.0,8,Retail
9795,7346.25,3,Retail
23982,17986.5,7,Retail
21770,16327.5,5,Retail
2064,1548.0,8,Retail
1628,1221.0,2,Retail
2148,1611.0,1,Retail
18592,13944.0,8,Retail
22370,16777.5,5,Retail
28672,21504.0,8,Retail
5824,4368.0,8,Retail
19040,14280.0,8,Retail
13496,10122.0,7,Retail
4900,3675.0,5,Retail
16639,12479.25,7,Retail
18128,13596.0,8,Retail
5463,4097.25,9,Retail
12360,9270.0,10,Retail
16692,12519.0,6,Retail
3360,2520.0,1,Retail
1886,1414.5,2,Retail
3428,2571.0,4,Retail
878,658.5,1,Retail
6736,5052.0,4,Retail
7388,5541.0,2,Retail
4148,3111.0,1,Retail
13338,10003.5,9,Retail
7512,5634.0,3,Retail
12810,9607.5,5,Retail
38224,28668.0,8,Retail
9435,7076.25,3,Retail
8440,6330.0,2,Retail
27520,20640.0,10,Retail
20904,15678.0,6,Retail
17496,13122.0,8,Retail
23534,17650.5,7,Retail
28464,21348.0,8,Retail
788,591.0,2,Retail
2634,1975.5,2,Retail
1210,907.5,10,Retail
6660,4995.0,6,Retail
15533,11649.75,7,Retail
19452,14589.0,6,Retail
1419,1064.25,1,Retail
29512,22134.0,8,Retail
23500,17625.0,5,Retail
3640,2730.0,2,Retail
966,724.5,3,Retail
6422,4816.5,2,Retail
3257,2442.75,1,Retail
9330,6997.5,10,Retail
19020,14265.0,4,Retail
3456,2592.0,8,Retail
8382,6286.5,2,Retail
5292,3969.0,4,Retail
5856,4392.0,2,Retail
9240,6930.0,10,Retail
4400,3300.0,10,Retail
5013,3759.75,9,Retail
594,445.5,3,Retail
11835,8876.25,5,Retail
17568,13176.0,4,Retail
19960,14970.0,4,Retail
17232,12924.0,4,Retail
6930,5197.5,6,Retail
16990,12742.5,5,Retail
15140,11355.0,4,Retail
39186,29389.5,9,Retail
17160,12870.0,10,Retail
3628,2721.0,1,Retail
38880,29160.0,9,Retail
10835,8126.25,5,Retail
4121,3090.75,1,Retail
12108,9081.0,4,Retail
5540,4155.0,5,Retail
37464,28098.0,8,Retail
9106,6829.5,2,Retail
8526,6394.5,2,Retail
4582,3436.5,2,Retail
41840,31380.0,10,Retail
964,723.0,1,Retail
3021,2265.75,3,Retail
424,318.0,2,Retail
22808,17106.0,8,Retail
3611,2708.25,1,Retail
14995,11246.25,5,Retail
2124,1593.0,4,Retail
1777,1332.75,1,Retail
28476,21357.0,6,Retail
3774,2830.5,6,Retail
14541,10905.75,3,Retail
31248,23436.0,9,Retail
17936,13452.0,4,Retail
39888,29916.0,8,Retail
20070,15052.5,5,Retail
1032,774.0,2,Retail
32368,24276.0,8,Retail
32850,24637.5,10,Retail
7056,5292.0,9,Retail
7434,5575.5,7,Retail
2844,2133.0,2,Retail
17298,12973.5,9,Retail
24941,18705.75,7,Retail
17508,13131.0,4,Retail
8846,6634.5,2,Retail
2136,1602.0,3,Retail
4011,3008.25,3,Retail
8186,6139.5,2,Retail
58,43.5,1,Retail
11300,8475.0,5,Retail
7182,5386.5,2,Retail
29334,22000.5,6,Retail
15296,11472.0,8,Retail
3980,2985.0,2,Retail
4157,3117.75,1,Retail
44340,33255.0,10,Retail
5172,3879.0,3,Retail
48310,36232.5,10,Retail
15996,11997.0,4,Retail
22960,17220.0,5,Retail
5499,4124.25,3,Retail
1504,1128.0,8,Retail
5460,4095.0,2,Retail
21330,15997.5,10,Retail
8102,6076.5,2,Retail
10015,7511.25,5,Retail
642,481.5,2,Retail
38080,28560.0,10,Retail
6954,5215.5,2,Retail
24576,18432.0,6,Retail
10320,7740.0,8,Retail
1644,1233.0,3,Retail
25150,18862.5,10,Retail
2637,1977.75,9,Retail
7716,5787.0,4,Retail
38538,28903.5,9,Retail
9592,7194.0,4,Retail
8771,6578.25,7,Retail
14484,10863.0,3,Retail
17570,13177.5,5,Retail
11564,8673.0,7,Retail
4415,3311.25,5,Retail
